@relation KDDTrain20DOS-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute duration numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land {0,1}
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute logged_in {0,1}
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute is_host_login {0,1}
@attribute is_guest_login {0,1}
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute protocol_type {1,2,3}
@attribute service {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute flag {1,2,3,4,5,6,7,8,9,10,11}
@attribute xAttack {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401174,0.023483,0,0,1,1,0.06,0.06,0,1,0.047059,0.05,0.07,0,0,0,0,1,1,1,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389432,0.005871,1,1,0,0,0.02,0.06,0,1,0.05098,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,0.000037,0.000439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.013699,0,0,0,0,1,0,0.43,0.031373,0.858824,1,0,0.12,0.03,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455969,0.001957,1,1,0,0,0,0.06,0,1,0.003922,0,0.07,0,0,1,1,0,0,1,37,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187867,0.031311,1,1,0,0,0.17,0.05,0,1,0.007843,0.01,0.06,0,0,1,1,0,0,1,39,4,1
0,0.000039,0.002687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.017613,0,0.11,0,0,1,0,0.22,0.356863,1,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,0.00003,0.00012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.258824,1,1,0,0.02,0.03,0,0,0.02,0,1,25,2,0
0,0.000045,0.00023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017613,0.019569,0,0,0,0,1,0,0.2,0.615686,1,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436399,0.04501,1,1,0,0,0.1,0.05,0,1,0.090196,0.09,0.05,0,0,1,1,0,0,1,36,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547945,0.033268,1,1,0,0,0.06,0.05,0,0.933333,0.066667,0.07,0.06,0,0,0.99,1,0,0,1,50,4,1
0,0.000033,0.00232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.019569,0,0,0,0,1,0,0.2,0.341176,1,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0.102973,0.000019,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.003922,0,0.85,1,0,0,0,0,0,3,45,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485323,0.003914,1,1,0,0,0.01,0.06,0,1,0.007843,0.01,0.06,0,0,1,1,0,0,1,36,4,1
0.009311,0.000057,0.00281,0,0,0,0,0,1,0.003394,0,0,0,0,0,0.125,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.098039,0.1,0.05,0,0,0.53,0,0.02,0.16,1,61,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545988,0.013699,1,1,0,0,0.03,0.06,0,1,0.05098,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,0.00003,0.001284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009785,0.043053,0,0,0,0,1,0,0.18,0.168627,1,1,0,0.02,0.14,0,0,0.56,0.57,1,25,2,0
0,0.000028,0.002046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027397,0.027397,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0.000031,0.000273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064579,0.064579,0,0,0.03,0.03,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111546,0.031311,1,1,0,0,0.28,0.07,0,1,0.231373,0.23,0.04,0.01,0,1,1,0,0,1,19,4,1
0,0.00004,0.000108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017613,0.017613,0,0,0,0,1,0,0,0.035294,1,1,0,0.11,0.01,0,0,0,0,1,25,2,0
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354207,0.354207,0,0,0,0,1,0,0,1,0.980392,0.98,0.01,0,0,0,0,0,0,3,12,2,0
0.000018,0.000014,0.000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.160784,0.019608,0.12,0.05,0.05,0,0,0,0,0,3,50,2,0
0,0.000006,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238748,0.395303,0,0,0,0,1,0,0.01,1,1,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401174,0.033268,1,1,0,0,0.08,0.06,0,1,0.066667,0.07,0.07,0,0,1,1,0,0,1,59,4,1
0,0.000042,0.000449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043053,0.054795,0,0,0,0,1,0,0.14,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446184,0.02544,1,1,0,0,0.06,0.07,0,1,0.05098,0.05,0.07,0,0,1,1,0,0,1,67,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097847,0.021526,1,1,0,0,0.22,0.08,0,1,0.247059,0.25,0.02,0.01,0,1,1,0,0,1,20,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51272,0.023483,1,1,0,0,0.05,0.06,0,1,0.035294,0.04,0.07,0,0,1,1,0,0,1,3,4,1
0.000037,0.000208,0.000072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.709804,0.576471,0.81,0.02,0.01,0,0,0,0,0,1,55,2,0
0.166241,0.000019,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.003914,0,0,0,0,0.5,0.5,0,1,0.007843,0.01,0.66,0.99,0,0,0,0,0,3,45,2,0
0,0.000038,0.000586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21135,0.021526,1,1,0,0,0.1,0.08,0,1,0.043137,0.04,0.07,0,0,1,1,0,0,1,8,4,1
0,0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156556,0.156556,0,0,0,0,1,0,0,1,0.313725,0.31,0.02,0.31,0,0,0,0,0,3,50,2,1
0,0.000033,0.000168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.086106,0.086106,0.02,0.02,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504892,0.033268,1,1,0,0,0.07,0.05,0,1,0.019608,0.02,0.07,0,0,1,1,0,0,1,20,4,1
0,0.000039,0.000097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.513725,1,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119374,0.007828,0,0,1,1,0.07,0.1,0,1,0.015686,0.02,0.08,0,0,0,0,1,1,1,50,1,1
0,0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.007843,0.01,0.02,0.01,0,0,0,0.77,0,3,50,2,1
0,0.000029,0.000272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050881,0.082192,0,0,0,0,1,0,0.05,0.101961,1,1,0,0.04,0.03,0,0,0,0,1,25,2,0
0,0.000006,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234834,0.234834,0,0,0,0,1,0,0,1,0.960784,0.96,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0.000006,0.000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0.146771,0,0,0,0,1,0,0.03,0.478431,0.831373,0.88,0.02,0.88,0.01,0,0,0.08,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264188,0.017613,1,1,0,0,0.07,0.06,0,1,0.043137,0.04,0.07,0,0,1,1,0,0,1,67,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046967,0.023483,1,1,0,0,0.5,0.08,0,1,0.231373,0.23,0.04,0,0,1,1,0,0,1,19,4,1
0,0.000006,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289628,0.446184,0,0,0,0,1,0,0.01,1,1,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0.000084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.686275,0.188235,0.25,0.02,0.25,0.04,0,0,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403131,0.007828,0,0,1,1,0.02,0.06,0,1,0.015686,0.02,0.08,0,0,0,0,1,1,1,50,1,1
0,0.00004,0.000544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123288,0.019569,0,0,1,1,0.16,0.08,0,1,0.039216,0.04,0.07,0,0,0,0,1,1,1,50,1,1
0,0.000091,0.000065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.427451,0.521569,0.39,0.04,0.01,0.02,0,0,0,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101761,0.037182,1,1,0,0,0.37,0.08,0,1,0.262745,0.26,0.02,0,0,1,1,0,0,1,25,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244618,0.013699,0,0,1,1,0.06,0.06,0,1,0.023529,0.02,0.07,0,0,0,0,1,1,1,38,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328767,0.041096,1,1,0,0,0.12,0.06,0,1,0.082353,0.08,0.06,0,0,1,1,0,0,1,59,4,1
0,0.000029,0.000561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.082353,0.227451,1,0,0.05,0.03,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283757,0.031311,1,1,0,0,0.11,0.06,0,1,0.121569,0.12,0.05,0,0,1,1,0,0,1,50,4,1
0,0.000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.003914,0,0,0,0,0.67,0.67,0,1,0.364706,0.36,0.01,0.46,0,0,0,0,0,2,66,2,0
0,0.000005,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017613,0.027397,0,0,0,0,1,0,0.21,0.329412,0.32549,0.99,0.02,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270059,0.011742,1,1,0,0,0.04,0.06,0,1,0.023529,0.02,0.07,0,0,1,1,0,0,1,50,4,1
0,0.000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.172549,0.184314,0.55,0.07,0.55,0.04,0,0,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540117,0.017613,1,1,0,0,0.03,0.06,0,1,0.035294,0.04,0.06,0,0,1,1,0,0,1,5,4,1
0,0.000027,0.000544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.052838,0,0,0,0,1,0,0.11,0.188235,1,1,0,0.02,0.09,0,0,0,0,1,25,2,0
0,0.000042,0.001107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.658824,1,1,0,0.01,0.04,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485323,0.015656,0,0,1,1,0.03,0.06,0,1,0.031373,0.03,0.07,0,0,0,0,1,1,1,50,1,1
0,0.000043,0.000776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.060665,0,0,0,0,1,0,0.1,0.094118,1,1,0,0.04,0.05,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264188,0.013699,0,0,1,1,0.05,0.07,0,1,0.027451,0.03,0.07,0,0,0,0,1,1,1,67,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430528,0.037182,1,1,0,0,0.09,0.05,0,1,0.007843,0.01,0.07,0,0,1,1,0,0,1,12,4,1
0,0.000042,0.000074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017613,0.017613,0,0,0,0,1,0,0,0.482353,1,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414873,0.013699,1,1,0,0,0.03,0.05,0,0.282353,0.027451,0.1,0.11,0.01,0,0.97,1,0,0,1,50,4,1
0,0.000029,0.000733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489237,0.02544,1,1,0,0,0.05,0.06,0,1,0.003922,0,0.07,0,0,1,1,0,0,1,20,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258317,0.029354,0,0,1,1,0.11,0.05,0,1,0.058824,0.06,0.06,0,0,0,0,1,1,1,50,1,1
0.005785,0.000019,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.003914,0,0,0,0,0.67,0.67,0,0.458824,0.007843,0.02,0.54,0.78,0,0,0,0,0,3,45,2,0
0,0.000032,0.000276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,0,0,1,0,0,0.611765,1,1,0,0.01,0.09,0,0,0.46,0.61,1,25,2,0
0,0.000046,0.000289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.017613,0,0,0,0,1,0,0.33,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213307,0.369863,0,0,0,0,0.99,0.02,0.01,1,0.996078,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.035225,0,0,1,1,0.12,0.05,0,1,0.039216,0.04,0.08,0,0,0,0,1,1,1,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587084,0.011742,1,1,0,0,0.02,0.06,0,1,0.011765,0.01,0.07,0,0,1,1,0,0,1,8,4,1
0.000037,0.0004,0.000065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.952941,0.466667,0.48,0.02,0,0.02,0.01,0.02,0,0,1,55,2,0
0,0.000013,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.027451,0.003922,0.14,0.29,0.14,0,0,0,0,0,3,45,2,0
0,0.000034,0.000146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007828,0.009785,0,0,0,0,1,0,0.4,0.015686,1,1,0,0.25,0.03,0,0,0,0,1,25,2,0
0.019871,0.000019,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.007843,0.01,0.42,0.86,0,0,0,0,0,3,45,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252446,0.031311,1,1,0,0,0.12,0.05,0,1,0.047059,0.05,0.05,0,0,1,1,0,0,1,50,4,1
0,0,0.000069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062622,0.062622,0.03,0.03,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,25,2,0
0,0.00004,0.00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.258824,1,1,0,0.02,0.02,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,1,1,1,0,1,0.003922,0.968627,1,0,1,0.15,0,0,1,0.68,1,25,1,0
0,0.000036,0.001408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.6,1,1,0,0.01,0.05,0,0,0,0,1,25,2,0
0,0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16047,0.16047,0,0,0,0,1,0,0,1,0.713725,0.71,0.29,0.71,0,0.09,0,0.2,0,3,50,2,1
0,0.000041,0.000148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.168627,1,1,0,0.02,0.03,0,0,0,0,1,25,2,0
0,0.000029,0.000236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029354,0.029354,0,0,0,0,1,0,0,0.94902,1,1,0,0,0.01,0,0,0,0,1,25,2,0
0,0.000032,0.001786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.005871,0,0,0,0,1,0,0.67,0.039216,1,1,0,0.1,0.05,0,0,0,0,1,25,2,0
0,0.000043,0.000437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041096,0.041096,0,0,0,0,1,0,0,0.082353,1,1,0,0.05,0.04,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,0.090196,0.976471,1,0,0.04,0.1,0,0,1,0.96,1,25,1,0
0,0.000033,0.000059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.013699,0,0,0,0,1,0,0.29,1,0.988235,0.99,0.01,0,0,0,0,0,0,1,25,2,0
0,0.000273,0.000065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,0.5,1,1,1,0.596078,0.6,0.03,0,0,0.01,0.02,0,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,0.023529,1,1,0,0.17,0.21,0,0,1,0.88,1,25,1,0
0,0.000031,0.0001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.011765,1,1,0,0.33,0.01,0,0,0,0,1,25,2,0
0,0.000042,0.000084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007828,0.009785,0,0,0,0,1,0,0.4,0.419608,1,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215264,0.033268,0,0,1,1,0.15,0.05,0,1,0.066667,0.07,0.07,0,0,0,0,1,1,1,3,1,1
0,0.000014,0.000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.001957,0,0,0,0,0.25,0.5,0,1,0.937255,0.94,0.01,0,0,0,0,0,0,3,50,2,0
0,0.000028,0.00019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011742,0.011742,0,0,0,0,1,0,0,0.023529,1,1,0,0.17,0.02,0,0.01,0,0,1,25,2,0
0,0.000042,0.000516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.013699,0.013699,0,0,0,0,1,0,0,0.419608,1,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481409,0.039139,0,0,1,1,0.08,0.07,0,1,0.078431,0.08,0.07,0,0,0,0,1,1,1,67,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53229,0.037182,0,0,1,1,0.07,0.07,0,1,0.07451,0.07,0.08,0,0,0,0,1,1,1,6,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506849,0.015656,1,1,0,0,0.03,0.07,0,1,0.031373,0.03,0.08,0,0,1,1,0,0,1,8,4,1
0.004408,0.000043,0.000054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017613,0.019569,0,0,0,0.1,1,0,0.2,1,0.980392,0.98,0.01,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575342,0.011742,1,1,0,0,0.02,0.05,0,1,0.031373,0.03,0.07,0,0,1,1,0,0,1,6,4,1
0,0.000001,0.000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.764706,0.039216,0.03,0.03,0.01,0.2,0.01,0,0.01,0,1,19,2,0
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187867,0.348337,0,0,0,0,1,0,0.02,1,0.996078,1,0.01,0.01,0,0,0,0,0,3,12,2,0
0.000018,0.000141,0.000065,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.541176,0.654902,0.57,0.03,0.01,0.01,0,0,0,0,1,55,2,0
0,0.000006,0.000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154599,0.311155,0,0,0,0,1,0,0.01,1,0.996078,1,0.01,0,0,0,0,0,0,3,12,2,0
