@relation KDDTrain20DOS-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute duration numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land {0,1}
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute logged_in {0,1}
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute is_host_login {0,1}
@attribute is_guest_login {0,1}
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute protocol_type {1,2,3}
@attribute service {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute flag {1,2,3,4,5,6,7,8,9,10,11}
@attribute xAttack {0,1}

@data
0.002057,0.000048,0.000341,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.105882,0.11,0.03,0,0,0.02,0.04,0.01,0.04,1,61,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084149,0.013699,0,0,1,1,0.16,0.09,0,1,0.027451,0.03,0.82,0,0,0,0,0.96,1,1,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11546,0.039139,1,1,0,0,0.34,0.05,0,1,0.282353,0.28,0.02,0,0,0.96,0.96,0,0.01,1,61,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197652,0.015656,0,0,1,1,0.08,0.06,0,1,0.031373,0.03,0.05,0,0,0,0,1,1,1,18,3,1
0.000018,0.000339,0.000057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.960784,0.96,0.04,0,0,0,0,0.03,0,1,55,2,1
0.000018,0.000339,0.000057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.003914,0,0,0.33,0,0.67,0.67,0,1,0.952941,0.95,0.05,0,0,0,0,0.04,0,1,55,2,1
0,0.007115,0.00162,0,0,0,0.019802,0,1,0.001131,0,0,0,0,0,0,0,0,0,0.005871,0.043053,0,0,0,0,1,0,0.14,1,0.996078,1,0.01,0,0,0,0,0.01,0.01,1,25,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493151,0.007828,0,0,1,1,0.02,0.06,0,1,0.015686,0.02,0.07,0,0,0,0,1,1,1,37,1,1
0.016455,0.007272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.072407,0.072407,0.38,0.38,0.59,0.59,1,0,0,1,1,1,0,0,0,0.07,0.07,0.7,0.7,1,25,5,1
0.222439,0.000013,0.000289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.635294,0.64,0.02,0,0,0.57,0.9,0.02,0.01,1,61,2,0
0,0.000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577299,0.577299,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0.000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342466,0.342466,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074364,0.007828,1,1,0,0,0.11,0.16,0,1,0.015686,0.02,0.15,0,0,1,1,0,0,1,42,4,1
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232877,0.232877,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,12,2,0
0.018751,0.000895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.150685,0.150685,0.01,0.01,0.97,0.97,1,0,0,1,1,1,0,0,0,0,0,0.29,0.29,1,25,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027397,0.027397,0.79,0.79,0.21,0.21,1,0,0,1,0.956863,0.96,0.01,0,0,0.06,0.07,0.56,0.59,1,25,4,1
0.014802,0.007561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035225,0.035225,0,0,1,1,1,0,0,0.968627,0.956863,0.99,0.01,0,0,0,0,0.09,0.09,1,25,5,1
0.012066,0.000085,0.004143,0,0,0,0,0,1,0.005656,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.235294,0.24,0.02,0,0,0.79,0.85,0.01,0.03,1,61,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270059,0.029354,0,0,1,1,0.11,0.06,0,1,0.058824,0.06,0.05,0,0,0,0,1,1,1,42,1,1
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414873,0.414873,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283757,0.011742,1,1,0,0,0.04,0.1,0,1,0.023529,0.02,0.09,0,0,1,1,0,0,1,34,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452055,0.001957,0,0,1,1,0,0.06,0,1,0.003922,0,0.07,0,0,0,0,1,1,1,38,1,1
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2818,0.438356,0,0,0,0,1,0,0.01,1,1,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0.428571,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.015686,0.27451,1,0,1,0.06,0,0,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455969,0.003914,0,0,1,1,0.01,0.06,0,1,0.007843,0.01,0.07,0,0,0,0,0.99,1,1,20,1,1
0,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011742,0.011742,0,0,0,0,1,0,0,1,0.996078,1,0.01,0.01,0,0,0,0,0,3,50,2,0
0,0.007115,0.00162,0,0,0,0.019802,0,1,0.001131,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,1,0.988235,0.99,0.01,0,0,0,0,0.01,0.01,1,25,2,1
0,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78865,0.78865,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410959,0.009785,1,1,0,0,0.02,0.07,0,1,0.019608,0.02,0.07,0,0,1,1,0,0,1,3,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,1,0.003922,0,0.8,0.78,0,0,0,0.78,1,1,45,5,0
0.149143,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,1,0.121569,0.12,0.77,0,0,0.03,0.26,0.76,0,1,61,7,1
0,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,1,0.486275,0.49,0.02,0,0,0.53,0.4,0.01,0.01,1,61,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152642,0.152642,1,1,0,0,1,0,0,1,1,1,0,0,0,0.44,0.44,0.55,0.55,1,25,4,1
0,0.000007,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992172,0.992172,0,0,0,0,1,0,0,1,1,1,0,0.83,0,0,0,0,0,3,50,2,0
0,0.000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479452,0.479452,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0.000193,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.005871,0,0,0,0,1,0,0.67,0.003922,0.043137,1,0,1,0.55,0,0,0,0,2,16,2,1
0,0.000004,0.000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195695,0.195695,0,0,0,0,1,0,0,1,0.392157,0.39,0.02,0.39,0,0,0,0,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217221,0.039139,0,0,1,1,0.18,0.05,0,1,0.078431,0.08,0.05,0,0,0,0,1,1,1,7,1,1
0,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.113725,0.047059,0.41,0.07,0.41,0,0,0,0.03,0,2,16,2,1
0.000018,0.000339,0.000057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.14902,0.15,0.16,0,0,0,0,0.83,0,1,55,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968689,0.023483,0,0,0,0,0.02,0.98,0,1,0.047059,0.05,0.95,1,0,0,0,0,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23092,0.003914,1,1,0,0,0.02,0.07,0,1,0.007843,0.01,0.06,0,0,1,1,0,0,1,25,4,1
0,0.000007,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994129,0.994129,0,0,0,0,1,0,0,1,1,1,0,0.8,0,0,0,0,0,3,50,2,0
0,0.000006,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236791,0.236791,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,12,2,0
0,0.000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.435294,0.215686,0.2,0.22,0.38,0.05,0.01,0.02,0.01,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0.031311,0,0,1,1,0.07,0.07,0,1,0.062745,0.06,0.08,0,0,0,0,1,1,1,59,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514677,0.039139,1,1,0,0,0.08,0.06,0,1,0.078431,0.08,0.07,0,0,1,1,0,0,1,14,4,1
0,0.000007,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.78,0,0,0,0,0,3,50,2,0
0,0.000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426614,0.426614,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426614,0.027397,0,0,1,1,0.06,0.07,0,1,0.054902,0.05,0.07,0,0,0,0,1,1,1,61,3,1
0,0.005219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.654902,0.568627,0.34,0.03,0.34,0.31,0,0,0.02,0,2,15,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481409,0.005871,0,0,1,1,0.01,0.06,0,1,0.011765,0.01,0.07,0,0,0,0,1,1,1,19,3,1
0,0.000006,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446184,0.446184,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,3,12,2,0
0.037906,0.007272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02544,0.02544,0,0,1,1,1,0,0,1,0.956863,0.96,0.01,0,0,0.02,0.02,0.55,0.58,1,25,5,1
0.000275,0.000014,0.001363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.207843,0.007843,0.02,0.09,0.02,1,0,0,0,0,1,61,2,0
0,0.000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966732,0.966732,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0.014729,0.009526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.072407,0.072407,0,0,1,1,1,0,0,1,0.992157,0.99,0.01,0,0,0.01,0.01,0.54,0.54,1,25,5,1
0.136563,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.843137,0.84,0.03,0,0,0.33,0.4,0.12,0.07,1,61,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039139,0.003914,0,0,0,0,0.1,0.4,0,1,0.007843,0.01,0.72,0.98,0,0,0,0.02,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068493,0.068493,0.83,0.83,0.14,0.14,1,0,0,1,1,1,0,0,0,0.16,0.16,0.7,0.7,1,25,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412916,0.02544,0,0,1,1,0.06,0.07,0,1,0.05098,0.05,0.07,0,0,0,0,1,1,1,8,1,1
0,0.000006,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440313,0.440313,0,0,0,0,1,0,0,1,0.976471,0.98,0.01,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232877,0.003914,1,1,0,0,0.02,0.06,0,1,0.007843,0.01,0.04,0,0,0.57,1,0,0,1,11,4,1
0,0.000007,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610568,0.610568,0,0,0,0,1,0,0,1,1,1,0,0.99,0,0,0,0,0,3,50,2,0
0.14705,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.396078,0.4,0.02,0,0,0.59,0.41,0.01,0.01,1,61,2,1
0,0.000007,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3,50,2,0
0,0.000244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033268,0.033268,0,0,0,0,1,0,0,1,0.466667,0.47,0.02,0.47,0,0,0,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475538,0.005871,0,0,1,1,0.01,0.06,0,1,0.011765,0.01,0.06,0,0,0,0,1,1,1,19,3,1
0.038181,0.009466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021526,0.021526,0,0,1,1,1,0,0,1,0.929412,0.93,0.01,0,0,0,0,0.17,0.18,1,25,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205479,0.033268,0,0,1,1,0.16,0.06,0,0.8,0.066667,0.08,0.05,0,0,0,0,1,1,1,50,1,1
0.014766,0.007371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.138943,0.138943,0.03,0.03,0.97,0.97,1,0,0,1,0.992157,0.99,0.01,0,0,0.01,0.01,0.4,0.4,1,25,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23092,0.001957,1,1,0,0,0.01,0.06,0,1,0.003922,0,0.06,0,0,1,1,0,0,1,31,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056751,0.003914,0,0,0,0,0.07,0.34,0,1,0.007843,0.01,0.45,0.93,0,0,0,0.07,0,3,45,2,0
0.146535,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.415686,0.42,0.02,0,0,0.56,0.37,0.01,0.01,1,61,2,1
0,0.000182,0.000075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.005871,0,0,0,0,1,0,1,1,0.082353,0.08,0.8,0,0,0,0,0.78,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,1,0.003922,0,0.94,0.94,0,0,0,0.94,1,1,45,5,0
0,0.000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203523,0.203523,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0.000422,0.000016,0.002326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.32549,0.007843,0.01,0.08,0.01,1,0,0,0,0,1,61,2,0
0.0146,0.008133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.066536,0.066536,0,0,1,1,1,0,0,1,0.992157,0.99,0.01,0,0,0.01,0.01,0.53,0.53,1,25,5,1
0.139832,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.678431,0.68,0.02,0,0,0.47,0.45,0.01,0.01,1,61,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293542,0.009785,1,1,0,0,0.03,0.1,0,1,0.019608,0.02,0.1,0,0,1,1,0,0,1,12,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434442,0.029354,0,0,1,1,0.07,0.07,0,1,0.058824,0.06,0.07,0,0,0,0,1,1,1,3,1,1
0,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649706,0.649706,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0.000006,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039139,0.039139,0,0,0,0,1,0,0,1,1,1,0,0.07,0,0,0,0,0,3,50,2,0
0.138712,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.737255,0.74,0.03,0,0,0.33,0.45,0.12,0.07,1,61,2,1
0,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121331,0.121331,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,16,2,1
0,0.000036,0.004966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.007843,0.007843,1,0,0.5,0,0,0,0,0,1,25,2,0
0.014784,0.010465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09002,0.09002,0.02,0.02,0.98,0.98,1,0,0,1,0.992157,0.99,0.01,0,0,0.01,0.01,0.73,0.73,1,25,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436399,0.039139,0,0,1,1,0.09,0.06,0,1,0.078431,0.08,0.06,0,0,0,0,1,1,1,14,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02544,0.023483,0,0,1,1,0.92,0.15,0,1,0.047059,0.05,0.93,0,0,0,0,0.96,1,1,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279843,0.02544,1,1,0,0,0.09,0.06,0,1,0.05098,0.05,0.06,0,0,1,1,0,0,1,25,4,1
